,name,gender,meanings
722,Anuttara,g,unanswered
723,Anuva,u,"a new beginning,knowledge"
724,Anuvinda,g,one who relieves
725,Anvi,g,one who has to be followed
726,Anwen,g,"fair and beautiful,very beautiful."
727,Anwesha,g,quest
728,Anysia,g,complete
729,Aoife,g,"life.,life,a great warrior woman of myth.."
730,Aolani,g,cloud from heaven
731,Apain,g,graceful.
732,Apala,g,"most beautiful,a wise woman from the myths"
733,Apanie,g,water
734,Aparaa,g,materialistic knowledge
735,Aparoopa,g,"special,extremely beautiful"
736,Apeksha,g,"wish,expectation"
737,Apinaya,g,expressions in dance
738,Apollinaris,g,from apdlo
739,Aponi,g,"butterfly,butterfly."
740,Apple,g,"sweet fruit, cherished one."
741,Apsara,g,celestial maiden
742,Apsaras,g,from the waters stream
743,Apurba,u,"never seen before,very good"
744,Apurva,u,"one of a kind.,like never before,very good; unique"
745,Aputa,g,open spaces
746,Aqua,g,of the water
747,Aquene,g,"peace,peace."
748,Araceli,g,"altar of heaven,gate of heaven"
749,Arachelvi,g,righteous girl
750,Arachne,g,a mythological maiden who was turned into a spider.
751,Aradhana,g,"worship,prayer,pooja, devoted effort"
752,Arakodi,g,righteous girl
753,Araluen,g,the place of waterlilies
754,Aram,u,"high, exalted,father of a multitude.,righteous"
755,Aramagal,g,righteous girl
756,Aramoli,g,righteous word
757,Aranka,g,gold
758,Ararinda,g,tenacious
759,Arasi,g,queen
760,Arathi,g,worship
761,Aravaani,g,righteous
762,Aravali,u,"name of a hill,righteous"
763,Aravind,u,blue lotus
764,Arcene,g,silvery
765,Archa,g,worship
766,Archana,u,"worshiping one,worship"
767,Archini,g,ray of light
768,Archisha,g,a ray of light
769,Arda,u,warm
770,Ardeen,g,warm
771,Ardel,u,eager industrious
772,Ardelia,g,warm
773,Ardelis,g,industrious
774,Ardell,u,from the hares dell
775,Ardella,g,warm
776,Ardelle,g,"eager. industrious.,warm"
777,Arden,u,"eager; ardent.,lofty. eager.,thrilled and excited"
778,Ardena,g,"lofty. eager.,lofty eager"
779,Ardene,g,"lofty. eager.,warm;. eager; lofty.,lofty eager"
780,Ardi,g,warm
781,Ardine,g,warm
782,Ardra,g,"noble.,noble,6th nakshatra"
783,Ardyne,g,warm
784,Ardys,g,warm
785,Arete,g,graceful lovely
786,Aretha,g,virtuous
787,Arethusa,g,mythological nymph
788,Argel,g,"refuge,refuge."
789,Argi,g,"light.,light"
790,Argia,g,all seeing
791,Argie,g,all seeing
792,Argiwyddes,g,lady
793,Argoel,g,"omen,omen."
794,Argraff,g,"impression,impression."
795,Argyro,u,silver in ancient greek
796,Aria,g,"gentle music.,melody"
797,Ariadna,g,daughter of minos
798,Ariadne,g,holy
799,Arianell,g,silver
800,Arianrhod,g,"legendary daughter of don,legendary daughter of don.."
801,Arianrod,g,silver wheel
802,Aricia,g,princess of the royal blood of athens.
803,Arietta,g,melody
804,Ariette,g,melody
805,Arilda,g,a hearth maiden
806,Arilde,g,hearth maiden
807,Arima,u,"soul.,lion"
808,Arista,g,best
809,Arivalagi,g,intelligent and beautiful
810,Arivarasi,g,queen of intelligence
811,Arivoli,u,"radiating with intelligence,ray of intelligence"
812,Arivudai,g,intelligent
813,Ariza,u,doors of cedar
814,Arja,u,divine
815,Arjean,g,silvery
816,Arjuni,g,"dawn, white cow"
817,Arlet,g,east indian spice
818,Arleta,g,"an oath.,a medieval given name.,an oath"
819,Arletta,g,a medieval given name
820,Arlinda,g,modern blend of arlene and linda.
821,Armelle,g,princess
822,Armenouhie,g,woman from armenia
823,Armes,g,"prophetess,prophetess."
824,Armilda,g,armored battle maiden
825,Armilde,g,armored battle maiden
826,Armine,g,feminine form of herman: soldier. army man. from the old german hariman..
827,Armonie,g,a priceless gift
828,Armynel,g,feminine form of armand
829,Arnalda,g,strong as an eagle
830,Arnleif,g,eagle inheritor.
831,Arnurna,g,a blue waterlily
832,Arogyada,g,granter of good health
833,Aroha,g,love
834,Arpana,g,"dedicated,offering,gifted, donated, given away"
835,Arpiar,u,sunny
836,Arrosa,g,"rose.,rose"
837,Arshia,g,divine
838,Arshiya,g,heavenly
839,Arta,g,golden
840,Artaith,g,"torment,torment."
841,Artana,g,vanquisher of all foes
842,Artemia,g,gift from artemis
843,Artemisiaart,u,belonging to artemis
844,Artemus,u,of the moon
845,Arthes,g,"she bear,she bear."
846,Arthuretta,g,"feminine form of arthur: from the roman clan name artorius, meaning noble, courageous. famous bearer: legendary sixth century king arthur of britain and his round table of knights. this legend dates to the early 9th century.."
847,Arthurine,g,modern feminine of arthur
848,Arti,g,"a popular girls name,"
849,Artois,u,from artois
850,Arulammal,g,blessed girl
851,Arularasi,g,blessed queen
852,Arulmani,u,blessed gem
853,Arumai,u,"precious; unique,unique"
854,Arunima,g,"glow of dawn,red glow,red glow of dawn,red colour; glow of the dawn"
855,Arushi,g,first ray of the sun
856,Arutpa,g,divine song
857,Arvada,g,eagle
858,Arvinda,g,"feminine form of arvind, red lotus."
859,Arwydd,g,"sign,sign."
860,Aryama,g,the sun
861,Asaavari,g,name of a raga or melody
862,Asalie,u,starting life at dawn
863,Asasia,g,form of acacia
864,Asavari,g,name of a raaga in our indian music
865,Ascharya,g,wonder
866,Asenath,g,daughter
867,Asgre,g,"heart,heart."
868,Ashadeep,g,light of hope
869,Ashakiran,g,ray of hope
870,Ashalata,g,creeper of hope
871,Ashan,u,to go over pronounce ah-shawn.
872,Ashani,g,lightening
873,Ashapurna,g,
874,Ashavari,g,"name of a raga,name of a raaga"
875,Ashima,g,"without borders, limitless"
876,Ashiqa,g,
877,Ashla,g,meadow of ash trees
878,Ashlea,g,"feminine form of ashley, ash tree meadow."
879,Ashleah,g,meadow of ash trees
880,Ashlee,g,meadow of ash trees
881,Ashlesha,g,"a star,name of a nakshatra"
882,Ashlie,g,meadow of ash trees
883,Ashling,u,"dream, vision,vision."
884,Ashly,u,meadow of ash trees
885,Ashmi,g,
886,Ashna,g,"daughter of bali,a friend"
887,Ashnaa,g,daughter of king bali
888,Ashoka,u,"name of an emperor,"
889,Ashten,g,town of ash trees
890,Ashton,u,ash tree settlement
891,Ashtyn,g,from the ash tree town
892,Ashwabha,g,lightening
893,Ashwini,u,"name of a star,one of the constallations,female horse,name of a star, 1st nakshatra"
894,Asia,g,resurrection
895,Asis,u,"sun,blessing"
896,Aspasia,g,lily
897,Aspen,u,the aspen tree
898,Assefa,u,birth
899,Astarte,g,a wife of seth
900,Aster,g,star
901,Astha,g,faith
902,Astin,u,starlike
903,Astlyr,g,divine strength
904,Astra,g,from the stars
905,Astraea,g,justice
906,Astrea,g,innocence
907,Astred,g,impulsive
908,Astrid,g,"divine strength.,unusual beauty and strength."
909,Astrud,g,divine strength
910,Astryd,g,divine strength
911,Asvini,g,
912,Asvor,g,wife of asrod
913,Asvora,g,wife of asrod
914,Asvoria,g,divine wisdom
915,Aswathi,g,
916,Aswini,g,healer of devas; name of star
917,Atalanta,g,mighty huntress
918,Atalante,g,a huntress
919,Atali,g,pure
920,Atepa,g,"wigwam,wigwam (choctaw)."
921,Atgas,g,"hateful,hateful."
922,Athanasia,g,immortal
923,Athasha,g,
924,Atheeva,g,ultimate
925,Athilda,g,at the elder tree
926,Athipoo,g,name of a flower
927,Atilda,g,at the elder tree
928,Atin,u,"a common girls name,"
929,Atiriya,g,"beloved, very dear"
930,Atlas,u,a person who supports
931,Atmaja,g,daughter
932,Atpudham,g,miracle
933,Atreyee,g,name of a river; container of glory
934,Atreyi,g,"a river,name of a river; container of glory"
935,Atropes,g,a fate
936,Attheaeldre,g,at the elder tree
937,Atula,g,uncomparable
938,Aubine,g,blond
939,Aubree,g,"rules with wisdom,rules with elf-wisdom."
940,Aubrey,u,"noble, bright,rules with elf-wisdom. introduced into britain from france by aubrey de vere, a friend of william the conquerer. de veres grandson became the earl of oxford..,blond ruler, elf ruler. from the old french auberi, a form of the old german alberich meaning elf ruler.."
941,Aubriana,g,"rules with wisdom,rules with elf-wisdom."
942,Aubrianna,g,"noble, strong one"
943,Aubrianne,g,"rules with wisdom,rules with elf-wisdom."
944,Aubrie,g,"rules with wisdom,rules with elf-wisdom."
945,Aubry,u,"rules with wisdom,rules with elf-wisdom."
946,Audabella,g,combination of audi and bella contemporary.
947,Audelia,g,"nobility, strength"
948,Audene,g,"nobility, strength"
949,Audfis,g,rich
950,Audhild,g,rich warrior woman
951,Audhilda,g,rich warrior woman
952,Audhilde,g,rich warrior woman
953,Audhumbla,g,a giant cow that nursed ymir.
954,Audney,g,new found wealth
955,Audny,u,new prosperity
956,Audre,g,noble strength
957,Audrea,g,"nobility, strength"
958,Audreana,g,"nobility, strength"
959,Audreanna,g,"nobility, strength"
960,Audree,g,"nobility, strength"
961,Audrey,u,noble strength
962,Audri,g,"nobility, strength"
963,Audria,g,"nobility, strength"
964,Audriana,g,"strong, rich,nobility; strength."
965,Audrianna,g,"nobility, strength"
966,Audrie,g,"nobility, strength"
967,Audriella,g,combination of audrey and ella.
968,Audrielle,g,"nobility, strength"
969,Audris,g,"nobility, strength"
970,Audrisa,g,rich
971,Audry,g,strong noble
972,Audumla,g,a giant cow that nursed ymir.
973,Auduna,g,deserted
974,Auhna,g,passion
975,Aulani,g,kings messenger
976,Aulora,g,golden laurel blossom
977,Aundrea,g,feminine of andrew
978,Aundy,g,new prosperity
979,Aure,u,"soft air, breeze"
980,Aurorette,g,from aurora
981,Auset,g,another name for isis
982,Aushima,g,
983,Autonoe,g,mother of actaeon
984,Auvergne,g,henry vi part 1 countess of auvergne.
985,Avaapya,g,achieving
986,Avani,u,"earth,universal,the earth"
987,Avanti,g,"name of the city ujjaini,ancient city of ujjain,ujjain city in india"
988,Avariella,g,"small, strong woman"
989,Avarielle,g,woman of strength
990,Avasa,u,independent
991,Avatara,g,descending
992,Avathara,g,incarnation
993,Avena,g,oats
994,Avian,g,bird-like
995,Aviana,g,modern blend of ava and ana.
996,Aviance,g,modern blend of ava and ana.
997,Avianna,g,modern blend of ava and ana.
998,Avice,g,"warlike,believed to have been introduced during the norman conquest, based either on old german names, or on the roman name avitius. refuge in battle.."
999,Avienda,g,beautiful and full of enegry.
1000,Avigna,g,without obstacles
1001,Avinashi,u,indestructable
1002,Avipsa,g,
1003,Avis,u,"birds,believed to have been introduced during the norman conquest, based either on old german names, or on the roman name avitius. refuge in battle.."
1004,Avishi,g,"earth, river avani,earth, river"
1005,Avni,g,the earth
1006,Avon,u,the river
1007,Avonaco,u,"lean bear,lean bear (cheyenne)."
1008,Avvai,g,name of a famous ancient thamil poetess
1009,Avyanna,g,"strong, powerful, beautiful woman."
1010,Awanata,g,turtle
1011,Awen,g,a muse
1012,Awena,g,seer
1013,Awenasa,g,"my home,my home (cherokee)."
1014,Awendela,u,"daylight,morning."
1015,Awentia,g,fawn
1016,Axelia,g,protector of mankind
1017,Axelle,g,"source of all life,peace."
1018,Ayanna,g,"beautiful flower,innocent"
1019,Ayiana,g,eternal blossom
1020,Aylena,g,flower of the lotus
1021,Aylin,g,halo around the moon
1022,Aysel,g,moonlight
1023,Ayurda,g,bestower of longevity
1024,Ayushmati,g,one who has a long life
1025,Ayyammal,g,
1026,Ayzaria,g,princess
1027,Azar,g,scarlet
1028,Azara,g,scarlet
1029,Azia,u,from the east
1030,Aziza,g,"precious,precious. (swahili)."
1031,Azura,g,"sky-blue.,sky blue"
1032,Azure,u,"sky-blue.,bluish color"
1033,Azurine,g,"sky-blue,sky-blue."
1034,Babs,g,unusual foreign
1035,Bacia,g,family deaths ruined the home.
1036,Bageshri,g,"name of a raga,an indian musical raag,name of a indian music raaga."
1037,Baibin,g,stranger
1038,Bailey,u,"bailiff, steward,steward or public official; man in charge.."
1039,Bairbre,g,stranger
1040,Bakul,u,"sweet smelling flower,a kind of tree,flower name,particular flower"
1041,Bakula,u,"flower,a kind of flower,nagakeshar flower"
1042,Bala,u,"girl,young,damsel,young girl, ear- ring"
1043,Balamani,u,"young jewel,youthful"
1044,Baldhart,g,bold or strong
1045,Bale,u,home of the mutima clan
1046,Balere,g,"strong.,strong"
1047,Baljeet,u,mighty victorious
1048,Ballard,u,brave
1049,Ballari,g,walking quietly
1050,Balvinder,u,"strong,"
1051,Bamhi,g,"little child, bambino pet name."
1052,Banashankari,g,parvati
1053,Bandhavi,g,
1054,Bandhura,g,pretty
1055,Banhi,g,fire
1056,Banmala,g,"a garland of wild flowers,a garland of 5 types of flowers"
1057,Banner,u,"flag,flag; ensign bearer."
1058,Banni,g,maiden
1059,Banon,g,"queen,queen."
1060,Bansari,g,flute
1061,Banshari,g,flute
1062,Baptista,g,baptizer
1063,Barabal,g,"stranger.,baptizer"
1064,Barbara,u,"stranger,from the greek barbaros meaning foreign or strange, traveler from a foreign land. popular in medieval britain after the 3rd century martyr st barbara. in catholic custom st. barbara is a protectress against fire and lightning.."
1065,Barbary,g,a form of barbara popular in medeival britain after the 3rd century martyr st. barbara..
1066,Barbro,g,"swedish form of barbara, stranger."
1067,Barkarna,g,"lonely.,lonely"
1068,Barkarne,g,"lonely.,lonely"
1069,Barnali,g,dispersion of seven colors
1070,Barnalipi,g,
1071,Barretta,u,a cap
1072,Barrie,u,"fair-haired.,lives at the barrier.,fair-haired,feminine form of barry: pointed object.."
1073,Basham,g,stranger
1074,Basia,g,the foreigner or stranger
1075,Basileia,g,queen
1076,Basilia,g,queenly
1077,Bastet,g,eat
1078,Bathild,g,heroine
1079,Bathilda,g,heroine
1080,Bathilde,g,heroine
1081,Baucis,g,wife of philemon
1082,Bavishya,g,future
1083,Bayarmaa,g,joyfull mother
1084,Bayle,u,beautiful
1085,Bayley,u,"steward.,steward or public official, man in charge."
1086,Beadu,g,warrior maid
1087,Bearrocscir,g,from berkshire
1088,Beata,g,"one who has been blessed.,one who brings joy"
1089,Beatrice,u,"bringer of joy,blesses.,feminine form of beattie: bringer of joy; blesses.."
1090,Beatricia,g,blesses
1091,Beatrise,g,traveller
1092,Beccalynn,g,"becca, lyn, becky"
1093,Becka,g,form of rebecca - tied
1094,Beckett,u,little brook
1095,Beda,u,"warrior maid,welsh form of bede: name of a priest.."
1096,Bega,g,beautifu
1097,Behula,g,perfect wife
1098,Bela,u,"destruction.,a seas shore.,she of fair skin,time; creeper,flowering creeper, sea shore"
1099,Belda,g,fair maiden
1100,Belen,u,"arrow.,bethlehem"
1101,Belia,g,white
1102,Belladonna,g,beautiful woman
1103,Bellanca,g,stronghold
1104,Bellance,g,white
1105,Belli,g,"silver, a companion"
1106,Bellini,g,from the name belle
1107,Bemadette,g,has the courage of a bear
1108,Bemia,g,battle maid
1109,Bena,g,"pheasant,pheasant."
1110,Benaka,g,
1111,Benedetta,g,blessed
1112,Benedicte,u,"blessed,danish and norwegian feminine form of benedict.."
1113,Benedikta,g,"one who is blessed.,blessed"
1114,Benigna,g,"benign.,kind"
1115,Bennu,g,eagle
1116,Benquasha,g,daughter of ben
1117,Bente,g,blessed
1118,Bentlea,g,"feminine form of bentley, from the meadow."
1119,Bentlee,g,"feminine form of bentley, from the meadow."
1120,Bentley,u,from the bent grass meadow.
1121,Beomia,g,battle maid
1122,Beonica,g,advisor beyond
1123,Beorhthilde,g,shining battlemaid
1124,Beortbtraed,g,bright counselor
1125,Bera,g,"bear,bear (female)."
1126,Berangari,g,spearbearer maid
1127,Berangaria,g,name of a princess
1128,Berde,u,"a glacier.,lives at the birch tree meadow."
1129,Berdine,g,"glorious.,bright maiden,feminine of bernard, meaning strong as a bear, or bear hard.."
1130,Berenice,g,"victorious,one who brings victory."
1131,Bergdis,g,spirit protection
1132,Bergitte,g,danish form of bridget
1133,Bergthora,g,thors spirit
1134,Bern,u,brave
1135,Bernadea,g,"intelligent,feminine of bernard, meaning strong as a bear, or bear hard.."
1136,Bernadette,g,"brave as a bear,feminine form of bernard: from an old german compound meaning bear-hard, or brave as a bear.."
1137,Bernadine,g,"from the name bernard,feminine form of bernard: from an old german compound meaning bear-hard, or brave as a bear.."
1138,Bernarda,g,"intelligent maiden,feminine of bernard, meaning strong as a bear, or bear hard.."
1139,Bernardine,g,"feminine form of bernard: from an old german compound meaning bear-hard, or brave as a bear.."
1140,Berneen,g,"feminine form of bernard courage of a bear.,feminine of bernard, meaning strong as a bear, or bear hard.."
1141,Bernelle,g,"feminine form of bernard, courage of a bear.,feminine of bernard, meaning strong as a bear, or bear hard.."
1142,Bernetta,g,feminine of bernard meaning strong as a bear or bear hard.
1143,Bernette,g,feminine of bernard meaning strong as a bear or bear hard.
1144,Bernice,u,"brings victory,one who brings triumph."
1145,Bernou,g,sacred female bear
1146,Bernyce,g,one who brings victory
1147,Berrma,g,outstanding warrior maiden.
1148,Berry,u,"flower, berry"
1149,Bertana,g,the day
1150,Berth,u,"legendary son of cadwy,legendary son of cadwy."
1151,Bertha,u,"bright,from old english beorht meaning bright. in use since the norman conquest. in world war i a german howitzer was nicknamed big bertha.."
1152,Berthe,g,bright
1153,Berthog,g,"wealthy,wealthy."
1154,Bertild,g,commanding battle maiden
1155,Bertilda,g,shining battlemaid
1156,Bertilde,g,shining battlemaid
1157,Bertille,g,heroine
1158,Bertine,g,intelligent maiden
1159,Bertrade,g,bright counselor
1160,Bertuska,g,brave
1161,Besa,g,faith
1162,Bestla,g,mother of odin
1163,Betelgeuse,u,hunters shoulder
1164,Bethshaya,g,"beth, shaya, shay"
1165,Betrys,g,from beatrice
1166,Bettrys,g,"the welsh form of the latin beatrix, meaning brings joy.."
1167,Beverlee,u,beaver stream
1168,Beverley,u,woman from the beaver meadow.
1169,Beverly,u,near the meadow of the beavers.
1170,Bevin,g,"fair lady.,singer"
1171,Beyonce,g,"beyond others,one who is beyond others.."
1172,Bhadra,u,"name of river,auspicious,good,asteroid belt, earth, holy, cow, cultured"
1173,Bhadraa,g,cow
1174,Bhadravati,g,wife of king pareekshit
1175,Bhadrusha,g,
1176,Bhagavathi,g,
1177,Bhageerathi,g,river ganga
1178,Bhagini,g,
1179,Bhagirathi,g,the ganges
1180,Bhagwanti,g,lucky
1181,Bhagya,g,wealth
1182,Bhagyajyothi,g,light of good luck
1183,Bhagyatra,g,fortune star lucky star
