,name,gender,origin,meaning,url
647,Adrastos,Male,Greece,undaunted,
648,Adreana,Female,Italy,dark,
649,Adreanna,Female,France,dark,
650,Adri,Male,India,rock,
651,Adria,Female,Greece,of the adriatic,
652,Adrian,Female,German,Dark.,
653,Adrian,Male,Latin-America,of the adriatic,
654,Adriana,Female,Italian,Dark.,
655,Adriana,Female,Spain,"dark, rich",
656,Adriane,Female,Germany,dark,
657,Adrianna,Female,France,dark,
658,Adrianna,Female,Greek,Wealthy.,
659,Adrianne,Female,France,dark,
660,Adriano,Male,Italian,From the Adtiatic.,
661,Adriano,Male,Latin-America,from the adriatic,
662,Adrie,Female,Dutch,From the Adriatic.,
663,Adrie,Female,Latin-America,of the adriatic,
664,Adriel,M or F,Latin-America,congregation,
665,Adriene,Female,France,dark,
666,Adrienne,Female,France,"dark, rich",
667,Adrijana,Female,Serbia,from hadria,
668,Adrik,Male,Latin-America,of the adriatic,
669,Adrika,Female,India,a small mountain,
670,Adrina,Female,Italy,happiness,
671,Adrion,Male,England,from adria,
672,Adriyel,Male,Hebrew,Of Gods flock.,
673,Adriyel,Male,Israel,of gods flock,
674,Adron,Male,England,from adria,
675,Adsila,Female,America,blossom,
676,Adsila,Female,Native American,Blossom (Cherokee).,
677,Adsilla,Female,America,blossom,
678,Advent,Male,France,born during advent,
679,Adwr,Male,England,coward,
680,Adwr,Male,Welsh,Coward.,
681,Ady,Female,America,"noble, kind",
682,Adymn,Male,America,man of the earth,
683,Adyna,Female,England,wretched,
684,Adyna,Female,Welsh,Wretched.,
685,Aea,Female,Latin-America,from aea,
686,Aeary,Male,Ireland,scholar,
687,Aeccestane,Male,England,swordsmans stone,
688,Aedd,Male,England,a king of ireland,
689,Aedd,Male,Welsh,A king of Ireland.,
690,Aedon,Female,Greece,daughter of pandareos,
691,Aedre,Female,England,stream,
692,Aedus,Male,Ireland,fire,
693,Aeetes,Male,Greece,medeas father,
694,Aefentid,Female,England,evening,
695,Aefre,Female,England,forever,
696,Aegaea,Female,Latin-America,from the aegean sea,
697,Aegaeus,Male,Latin-America,from the aegean sea,
698,Aegates,Female,Latin-America,from the aegates,
699,Aegea,Female,Greece,of the aegean,
700,Aegelmaere,Male,England,infamous,
701,Aegelweard,Male,England,noble protector,
702,Aegeria,Female,Latin-America,cumaean,
703,Aegeus,Male,Latin-America,from the aegean sea,
704,Aegina,Female,Latin-America,mother of aeacus,
705,Aeginae,Female,Latin-America,mother of aeacus,
706,Aegir,Male,Norway,of the gods,
707,Aegisthus,Male,Greece,cousin of agamemnon,
708,Aeker,Male,England,from the oak tree,
709,Aekerley,Male,England,from the oak tree meadow,
710,Aekerman,Male,England,man of oak,
711,Aekley,Male,England,from the oak tree meadow,
712,Aelan,Female,Hawaii,flower,
713,Aeldra,M or F,England,noble,
714,Aelfdane,Male,England,danish elf,
715,Aelfdene,Male,England,from the elfin valley,
716,Aelfraed,M or F,England,elf counselor,
717,Aelfric,Male,England,elf ruler,
718,Aelfwine,Female,England,friend of the elves,
719,Aelle,Male,England,name of several kings,
720,Aello,Female,Greece,a harpy,
721,Aelwen,Female,England,fair brow,
722,Aelwyd,Female,England,from the hearth,
723,Aelwyd,Female,Welsh,From the hearth.,
724,Aemilius,Male,Latin-America,roman family clan name,
725,Aeneades,Male,Latin-America,descended from aeneas,
726,Aeneas,Male,Greece,worthy of praise,
727,Aeneas,Male,Irish,Praise.,
728,Aengus,Male,Celtic,Exceptionally strong.,
729,Aengus,Male,Ireland,exceptionally strong,
730,Aengus,Male,Scottish,Unnaturally strong.,
731,Aeolia,Female,Latin-America,daughter of amythaon,
732,Aeriona,Male,Latin-America,beauty,
733,Aerlene,Female,England,elfin,
734,Aeron,Male,Ireland,unusual,
735,Aerona,Female,England,berry,
736,Aerwyna,Female,England,friend of the sea,
737,Aeryn,Female,Ireland,daughter of eire,
738,Aescby,Male,England,from the ash tree farm,
739,Aeschylus,Male,Latin-America,athenian poet,
740,Aesclapius,Male,Latin-America,god of medicine,
741,Aesctun,Male,England,from the ash tree farm,
742,Aesculapius,Male,Greece,god of medicine,
743,Aescwine,Male,England,spear friend,
744,Aescwyn,Male,England,spear friend,
745,Aeshan,Male,India,in gods grace,
746,Aesir,Male,Norway,of the gods,
747,Aethelbald,Male,England,a king of mercia,
748,Aethelbeorht,Male,England,splendid,
749,Aethelbeorn,Male,England,noble warrior,
750,Aethelberht,Male,England,noble or bright,
751,Aethelbert,Male,England,name of a king,
752,Aethelflaed,Female,Ireland,sister of king edward,
753,Aethelfrith,Male,England,name of a king,
754,Aethelhard,Male,England,brave,
755,Aethelhere,Male,England,name of a king,
756,Aethelisdun,Male,England,from the nobles hill,
757,Aethelmaer,Male,England,noble or famous,
758,Aethelmaere,Male,England,infamous,
759,Aethelred,Male,England,name of a king,
760,Aethelreda,Female,England,noble maiden,
761,Aethelstan,Male,England,name of a king,
762,Aethelstun,Male,England,from the elfs home,
763,Aethelthryth,Female,Ireland,wife of king ecgfrith,
764,Aethelweard,Male,England,noble protector,
765,Aethelwine,Female,England,friend of the elves,
766,Aethelwulf,Male,England,name of a king,
767,Aethelwyne,Female,England,friend of the elves,
768,Aetheston,Male,England,from the nobles hill,
769,Aethiops,Male,Latin-America,an ethiopian,
770,Aethra,Female,Greece,mother of theseus,
771,Aethretun,Male,England,lives at the spring farm,
772,Aetios,Male,Greece,eagle,
773,Aetna,Female,Greece,from aetna,
774,Aetos,Male,Greece,eagle,
775,Aevar,Male,Norway,son of ketil,
776,Afa,Male,Polynesia,hurricane,
777,Afaafa,Female,Tanzania,virtuous,
778,Afework,Female,Ethiopia,pleasant speaker,
779,Afeworki,Female,Ethiopia,pleasant speaker,
780,Affan,Male,Africa,father of khalifa usman,
781,Affleck,Male,Ireland,"from auchinleck, scotland",
782,Affrica,Female,America,from africa,
783,Afham,Male,Arabic,One who is loving.,
784,Afi,Male,Polynesia,fire,
785,Afia,Female,Africa,born on friday,
786,Afif,Male,Africa,chaste modest,
787,Afina,Female,America,blueberry,
788,Afiq,Male,Arabic,Honest.,
789,Afkica,Female,Gaelic,Pleasant.,
790,Afkica,Female,Scotland,pleasant,
791,Afonso,Male,Portugal,noble one,
792,Afra,Female,Hebrew,Doe.,
793,Afra,Female,Israel,young deer,
794,Afrah,Female,Arabic,Joy.,
795,Afraima,Female,Arabia,fruitful,
796,Afreda,Female,England,elf counselor,
797,Afreen,Male,India,encouragement,
798,Afric,Female,America,pleasant,
799,Afric,Female,Celtic,Agreeable.,
800,Afric,Female,Irish,Pleasant.,
801,Africa,M or F,America,"pleasant, from africa",
802,Africa,Female,Celtic,Agreeable.,
803,Africa,Female,Gaelic,Pleasant.,
804,Africa,Female,Irish,Pleasant.,
805,Afrika,Female,Africa,pleasant,
806,Afrodille,Female,France,daffodil,
807,Afroze,Female,Africa,illuminating enlightening,
808,Afsar,Male,Africa,better explained officer,
809,Aftab,Male,Africa,the sun,
810,Aftan,Male,India,the sun,
811,Afton,M or F,Ireland,from the afton river,
812,Afu,Male,Polynesia,hot,
813,Afya,Female,Africa,health,
814,Afza,Female,Africa,augmenting increasing,
815,Aga,Male,Africa,leader ruler,
816,Agacia,Female,Spain,kind,
817,Agafia,Female,Greece,good,
818,Agag,Male,Israel,roof upper floor,
819,Agalaia,Female,Greece,splendor,
820,Agalia,Female,Greece,bright joy,
821,Agamemnon,Male,Greece,resolute,
822,Aganit,Male,India,countless,
823,Agape,M or F,Greece,love of the next,
824,Agapios,Male,Greece,good,
825,Agar,Female,Spain,the one who ran away,
826,Agasthya,Male,India,a sage,
827,Agastya,Male,India,name of a wise man,
828,Agata,Female,Ireland,kind,
829,Agata,Female,Italian,Kind.,
830,Agate,Female,Ireland,kind,
831,Agatha,Female,German,Good.,
832,Agatha,Female,Greece,"virtuous, good",
833,Agathe,Female,France,kind,
834,Agathe,Female,German,Good.,
835,Agathi,Female,Greece,good,
836,Agathias,Male,Greece,good,
837,Agaton,Female,Sweden,pure,
838,Agatone,Male,Greece,"good, kind",
839,Agaue,Female,Greece,good,
840,Agave,Female,Greece,mother of pentheus good,
841,Agda,Female,Sweden,pure,
842,Agdta,Female,Spain,kind,
843,Age,Male,Norway,ancestors,
844,Agee,Male,Israel,a valley deepness,
845,Agenor,Male,Greece,son of poseidon,
846,Ager,Male,Basque,Gatherer.,
847,Ager,Male,Hebrew,Gathers.,
848,Ager,Male,Israel,gathers,
849,Aggie,Female,Latin-America,lamb,
850,Agha,Male,Africa,master owner,
851,Aghaderg,Male,Ireland,from the red ford,
852,Aghamarshan,Male,India,destroyer of sin,
853,Aghamora,Female,Ireland,from the great field,
854,Aghamore,Male,Ireland,from the great field,
855,Aghna,Female,Ireland,irish form of agnes,
856,Aghor,Male,India,gentle nature of shiva,
857,Aghy,Male,Ireland,friend of horses,
858,Agiefan,Male,England,gives,
859,Agilard,Male,Germany,bright,
860,Agilberht,Male,England,name of a bishop,
861,Aglae,Female,Spain,the splendid the radiant,
862,Aglaeca,Male,England,fighter,
863,Aglaia,Female,Greece,brilliance,
864,Aglaral,Male,Scotland,brother of percival,
865,Aglarale,Male,Scotland,brother of percival,
866,Aglaval,Male,Scotland,brother of percival,
867,Agler,Male,Greece,gleaming,
868,Agna,Female,Greece,pure,
869,Agna-Iyanke,Male,Native American,runs beside horse,
870,Agnek,Female,Greece,pure,
871,Agnella,Female,Greece,pure,
872,Agnella,Female,Italian,Pure.,
873,Agnes,Female,Greece,pure,
874,Agnese,Female,Italian,Pure.,
875,Agnese,Female,Spain,pure,
876,Agnessa,Female,Russia,meek,
877,Agneta,Female,Danish,Pure.,
878,Agneta,Female,Greece,pure,
879,Agneya,Male,India,son of agni,
880,Agni,Female,Greek,Pure.,
881,Agni,Male,Icelandic,One who is feared.,
882,Agni,M or F,India,fire,
883,Agnidev,Male,India,the fire god,
884,Agnimukha,Male,India,face of fire,
885,Agninyan,Male,India,shiva,
886,Agnitra,Male,India,agni`s friend the wind,
887,Agostino,Male,Italy,majestic,
888,Agoston,Male,Latin-America,majestic,
889,Agotha,Female,Greece,good,
890,Agrafina,Female,Russia,born feet first,
891,Agrafine,Female,Latin-America,born feet first,
892,Agrata,Female,India,leader,
893,Agravain,Male,Scotland,brother of gawain,
894,Agrican,Male,France,from the field,
895,Agrippina,Female,Latin-America,colonist,
896,Agrippinae,Female,Latin-America,colonist,
897,Agu,Male,Africa,leopard,
898,Agueda,Female,Spain,kind,
899,Aguistin,Male,Ireland,majestic,
900,Agurtzane,Female,Spain,glorious,
901,Agustin,Male,Spain,majestic dignity,
902,Agustina,Female,Latin-America,"majestic, grand",
903,Agustine,Male,Germany,grandeur,
904,Agyfen,Male,England,gives,
905,Ah-Kum,Female,China,treasure,
906,Ahab,Male,Hebrew,Variant of Achav: Uncle.,
907,Ahab,Male,Israel,uncle,
908,Ahad,Male,Africa,god is one,
909,Ahalya,Female,India,wife of sage gautama,
910,Ahana,Female,Ireland,from the little ford,
911,Ahane,Male,Ireland,from the little ford,
912,Ahanu,Male,America,he laughs,
913,Ahanu,Male,Native American,He laughs (Algonquin).,
914,Aharnish,Male,India,day and night,
915,Ahasuerus,Male,Israel,"prince, head, chief",
916,Ahava,Female,Hebrew,Dearly loved.,
917,Ahava,Female,Israel,cherished one,
918,Ahave,Female,Hebrew,Dearly loved.,
919,Ahave,Female,Israel,dearly loved,
920,Ahearn,Male,Celtic,Lord of the horses.,
921,Ahearn,Male,Ireland,lord of the horses,
922,Aheawan,Male,England,cuts down,
923,Ahebban,Male,England,wages war,
924,Ahelia,Female,Hebrew,Breath.,
925,Ahelia,Female,Israel,breath,
926,Ahelie,Female,Hebrew,Breath.,
927,Ahelie,Female,Israel,breath,
928,Ahellona,Female,Greece,masculine,
929,Aherin,Male,Gaelic,Owns many horses.,
930,Aherin,Male,Scotland,owns many horses,
931,Ahern,Male,Celtic,Lord of the horses.,
932,Ahern,Male,Gaelic,Owns many horses.,
933,Ahern,Male,Ireland,lord of the horses,
934,Aherne,Male,Gaelic,Owns many horses.,
935,Aherne,Male,Scotland,owns many horses,
936,Ahi,Male,Israel,"my brother, my brethren",
937,Ahiah,Male,Israel,brother of the lord,
938,Ahian,Male,Israel,brother of wine,
939,Ahiezer,Male,Israel,brother of assistance,
940,Ahiga,Male,America,he fights,
941,Ahiga,Male,Native American,He fights (Navajo).,
942,Ahijah,Male,Israel,brother of the lord,
943,Ahimaaz,Male,Israel,a brother of the council,
944,Ahiman,Male,Israel,brother of the right hand,
945,Ahimeleka,Male,Hawaii,biblical priest,
946,Ahimoth,Male,Israel,brother of death,
947,Ahimsa,M or F,India,nonviolent virtue,
948,Ahio,Male,Polynesia,whirlwind,
949,Ahisamach,Male,Israel,brother of strength,
950,Ahish,Male,India,king of serpents,
951,Ahisma,Female,India,gentle,
952,Ahithophel,Male,Israel,brother of ruin or folly,
953,Ahitub,Male,Israel,brother of goodness,
954,Ahjaja,Male,India,born of a lotus,
955,Ahlad,Male,India,joy,
956,Ahladini,Female,India,happy lady,
957,Ahladith,Male,India,joyous person,
958,Ahlam,Female,Africa,dreams utopia,
959,Ahmad,Male,Arabia,greatly praised,
960,Ahmad,Male,Arabic,More commendable.,
961,Ahmar,Male,Russia,immortal,
962,Ahmed,Male,Arabia,most highly adored,
963,Ahmik,Male,America,beaver,
964,Ahmik,Male,Native American,Beaver.,
965,Ahobal,Male,India,mighty,
966,Ahohako,Male,Polynesia,storm,
967,Aholah,Male,Israel,"his tabernacle, his tent",
968,Aholiab,Male,Israel,the tent of the father,
969,Aholibamah,Female,Israel,my tabernacle is exalted,
970,Ahomana,Male,Polynesia,thunder,
971,Ahonui,Female,Hawaii,patience,
972,Ahote,Male,America,restless one,
973,Ahote,Male,Native American,Restless one (Hopi).,
974,Ahreddan,Male,England,rescues,
975,Ahren,Male,Germany,eagle,
976,Ahriman,Male,India,evil spirit,
977,Ahsab,Male,Africa,nobler respected,
978,Ahsalom,Male,Hebrew,Father of peace.,
979,Ahsalom,Male,Israel,father of peace,
980,Ahsan,Male,Africa,better superior,
981,Ahtunowhiho,Male,Native American,one who lives below,
982,Ahuda,Female,Hebrew,Dearly loved.,
983,Ahuda,Female,Israel,dearly loved,
984,Ahulani,Female,Hawaii,heavenly shrine,
985,Ahura-Yazda,Male,Persia,wise lord,
986,Ahusaka,Male,America,winnebago word for wings,
987,Ahusaka,Male,Native American,Winnebago word for wings.,
988,Ahuva,Female,Hebrew,Dearly loved.,
989,Ahuva,Female,Israel,dearly loved,
990,Ahwanith,Male,India,who has been invited,
991,Ai,Female,Japan,love,
992,Aiakos,Male,Greece,son of zeus,
993,Aibak,Male,Africa,slave messenger,
994,Aibne,Male,Scotland,river,
995,Aichlinn,Male,Ireland,a form of echlin,
996,Aida,Female,English,Wealthy.,
997,Aida,Female,French,Help.,
998,Aida,Female,Latin-America,helper,
999,Aida,Female,Spanish,Help.,
1000,Aidah,Female,Africa,visiting returning reward,
1001,Aidan,M or F,Ireland,fiery,
1002,Aideen,Female,Ireland,flame,
1003,Aiden,Male,Celtic,Fire.,
1004,Aiden,Male,Gaelic,Fiery.,
1005,Aiden,Male,Irish,Fiery.,
1006,Aiden,Male,Scotland,fire,
1007,Aidenn,Female,Spain,paradise,
1008,Aidia,Female,Spain,help,
1009,Aidoios,Female,Greece,honored,
1010,Aidrian,Male,Ireland,from the adriatic,
1011,Aiekin,Male,England,oaken,
1012,Aiesha,Female,Arabia,woman,
1013,Aifric,Female,Ireland,pleasant,
1014,Aiglentina,Female,France,sweetbrier rose,
1015,Aiglentine,Female,France,sweetbrier rose,
1016,Aigneis,Female,Celtic,Pure.,
1017,Aigneis,Female,Gaelic,Gaelic forms of Agnes.,
1018,Aigneis,Female,Ireland,pure,
1019,Aija,Female,Latvia,melody,
1020,Aiken,M or F,England,from the oak tree,
1021,Aikin,Male,England,oaken,
1022,Aiko,Female,Japan,little loved one,
1023,Ail,Male,Scotland,from the stony place,
1024,Aila,Female,Scotland,from the strong place,
1025,Ailani,Female,America,high chief,
1026,Ailat,Female,Hebrew,Behind.,
1027,Ailat,Female,Israel,behind,
1028,Ailbe,Male,Germany,intelligent or noble,
1029,Ailbert,Male,Scotland,noble,
1030,Ailbhe,Male,Ireland,bright,
1031,Ailean,Male,Gaelic,Handsome.,
1032,Ailean,Male,Scotland,handsome,
1033,Aileana,Female,Scotland,from the green meadow,
1034,Aileen,Female,Ireland,light bearer,
1035,Aileene,Female,Ireland,derived from evelyn,
1036,Aileene,Female,Scottish,Variant of Evelyn.,
1037,Ailein,Male,Scotland,from the green meadow,
1038,Ailen,Male,England,made of oak,
1039,Ailen,Male,Gaelic,Handsome.,
1040,Ailesh,Male,India,king of all,
1041,Ailey,Female,Ireland,light,
1042,Ailfrid,Male,Ireland,wise,
1043,Aili,Female,Germany,sweet,
1044,Aili,Female,Irish,Light.,
1045,Ailia,Female,Ireland,light,
1046,Ailidh,Female,Celtic,Kind.,
1047,Ailidh,Female,Ireland,kind,
1048,Ailin,Male,Gaelic,Handsome.,
1049,Ailin,Male,Ireland,handsome,
1050,Ailis,Female,Celtic,Noble.,
1051,Ailis,Female,German,Sweet.,
1052,Ailis,Female,Ireland,"noble, kind",
1053,Ailisa,Female,Ireland,noble,
1054,Ailise,Female,Ireland,noble,
1055,Ailish,Female,Ireland,"noble, kind",
1056,AIlison,Female,Ireland,honest,
1057,Aillig,Male,Scotland,from the stony place,
1058,Ailsa,Female,Hebrew,Devoted to God.,
1059,Ailsa,Female,Ireland,from island of ailsa,
1060,Ailse,Female,Germany,sweet,
1061,Ailsie,Female,Hebrew,Devoted to God.,
1062,Ailsie,Female,Israel,devoted to god,
1063,Aim,M or F,America,direct toward target,
1064,Aimee,Female,France,beloved friend,
1065,Aimery,Male,Germany,industrious ruler,
1066,Aimil,Female,Gaelic,Gaelic form of Amelia.,
1067,Aimil,Female,Scotland,gaelic form of amelia,
1068,Aimiliana,Female,Germany,hard working,
1069,Aimilionia,Female,Germany,hard working,
1070,Aimon,Male,Ireland,rich protector,
1071,Ain,Male,England,merciful,
1072,Aina,Female,Catalonia,joy,
1073,Aina,Female,Celtic,Joy.,
1074,Ainanani,Female,Hawaii,beautiful land,
1075,Aindrea,M or F,Ireland,"manly, courageous",
1076,Aindreas,Male,Gaelic,Manly.,
1077,Aindreas,Male,Ireland,strong,
1078,Aindreas,Male,Scottish,Strong.,
1079,Aindriu,Male,Greece,manly,
1080,Aine,Female,Celtic,Fire or joy.,
1081,Aine,Female,Ireland,"brightness, joy",
1082,Aineas,Male,Greece,praising,
1083,Aineislis,Male,Ireland,glorious stand,
1084,Aingeal,Female,Celtic,Angel.,
1085,Aingeal,Female,Ireland,angel,
1086,Aingealag,Female,Gaelic,Angel.,
1087,Aingealag,Female,Scotland,angel,
1088,Aingeni,Male,Basque,Messenger.,
1089,Aingeni,Male,Spain,messenger,
1090,Aingeru,Male,Basque,Angel.,
1091,Ainhoa,Female,Ireland,reference to virgin mary,
1092,Ainmire,Male,Ireland,great lord,
1093,Ainslee,Female,Scotland,my meadow,
1094,Ainsley,M or F,England,my own meadow,
1095,Ainslie,M or F,England,my own meadow,
1096,Ainsworth,Male,England,from anns estate,
1097,Aintza,Female,Basque,Glorious.,
1098,Aintzane,Female,Basque,Glory.,
1099,Aintzane,Female,Spain,glorious,
1100,Aiolos,Male,Greece,change,
1101,Aira,Female,America,of the wind,
1102,Airavata,Male,India,child of water,
1103,Airell,Male,Celtic,Nobleman.,
1104,Airell,Female,Ireland,nobelman,
1105,Airic,Female,Celtic,Agreeable.,
1106,Airic,Female,Ireland,agreeable,
1107,Airla,Female,Greece,ethereal,
1108,Airleas,M or F,Gaelic,Pledge.,
1109,Airleas,M or F,Ireland,oath,
1110,Airlia,Female,Greece,ethereal,
1111,Aisake,Male,Polynesia,he laughs,
1112,Aisea,Male,Polynesia,god saves,
1113,Aisha,Female,African-American,"Life, she lives.",
1114,Aisha,Female,Arabia,life,
1115,Aishah,Female,Arabia,life,
1116,Aislin,Female,Ireland,"vision, dream",
1117,Aisling,Female,Ireland,"vision, dream",
1118,Aislinn,Female,Ireland,"vision, dream",
1119,Aislynn,Female,Ireland,inspiration,
1120,Aissa,Female,Africa,grateful,
1121,Aiston,Male,England,from the ash tree farm,
1122,Aitan,Male,Hebrew,Strong.,
