,name,gender,meanings
621,Abhivanth / Abivanth,b,royal salute
622,Abhorson,b,measure for measure an executioner.
623,Abhoy,b,fearless
624,Abhra,b,cloud
625,Abhramani,g,sun or moon
626,Abhy,g,"gives joy.,gives joy"
627,Abhyudaya,b,luck
628,Abi,b,my father
629,Abi-Albon,b,most intelligent father
630,Abia,u,"great,variant of aviah: my father is lord..,great."
631,Abiageal,g,irish form of abigail brings joy.
632,Abiah,b,"variant of aviah: my father is lord..,derived from aviah, my father is lord."
633,Abiasaph,b,"consuming father, gathering."
634,Abiathar,b,"excellent father, father of the remnant."
635,Abiba,g,child born after grandmother died.
636,Abichail,g,"gives joy.,gives joy"
637,Abid,b,"derived from aabid, worshipper adorer.,worshipper."
638,Abida,g,"derived from abida, worshippess adoress.,worshipper."
639,Abidah,b,father of knowledge
640,Abidan,b,father of judgment
641,Abie,u,father or mother of many
642,Abiel,b,"god is my father.,god is my father"
643,Abiezer,b,father of help
644,Abigail,g,"source of joy,father rejoiced, or fathers joy. gives joy. the intelligent, beautiful abigail was old testament king davids third wife, described as good in discretion and beautiful in form. in the 1916 play the scornful lady, abigail was a ladys maid.."
645,Abigale,g,
646,Abigall,g,fathers joy
647,Abigayle,g,
648,Abihail,b,the father of strength
649,Abihu,b,he is my father
650,Abihud,b,"father of praise, confession."
651,Abijah,b,"the lord is my father.,the lord is my father"
652,Abijam,b,father of the sea
653,Abilene,b,the father of mourning
654,Abimael,b,a father sent from god
655,Abimelech,b,"father is king.,father is king"
656,Abina,g,girl born on a tuesday
657,Abinaash,b,"eternal, immortal"
658,Abinadab,b,"father of a vow, or of willingness."
659,Abinoam,b,father of beauty
660,Abiodun,b,"nigerian name given to one born during war.,nigerian name given to one born during war.."
661,Abiola,b,born in honor. baby name given to one born during the new year..
662,Abiona,u,born on a journey
663,Abir,u,"strong.,derived from abir, fragrance.,serious, beautiful."
664,Abira,g,strong
665,Abiram,b,"father of heights,variant of aviram: my father is strong; father of heights.."
666,Abirami,g,godess lakshmi
667,Abisali,b,warrior in islam.
668,Abisha,b,"the lord is my father.,the lord is my father"
669,Abishag,g,ignorance of the father
670,Abishai,b,"variant of avishai: gift from god..,derived from avishai, gift from god."
671,Abishalom,b,father of peace
672,Abishta,g,lady of the house
673,Abishua,b,father of salvation
674,Abishur,b,"father of the wall, father of uprightness."
675,Abital,b,"derived from avital, father of the dew."
676,Abitub,b,father of goodness
677,Abiud,b,father of praise
678,Abjini,g,lotus pond
679,Abjörn,b,ancestor bear.
680,Abla,g,with a full figure
681,Ablaa,g,"perfectly formed,perfectly formed."
682,Ablah,g,"derived from ablah, perfectly formed.,perfectly formed."
683,Able,b,"exhalation of breath,exhalation of breath. the second son of adam in the bible. the variant able is used as an english surname.."
684,Ablendan,b,blind
685,Abner,b,"father of light,father is light, or father of light. the old testament abner was sauls cousin and army commander, a clever strategist. abner became fashionable after the reformation. lil abner, was the hero of a comic strip by cartoonist al capp..."
686,Abolhassan,b,
687,Aboli,g,the name of a flower
688,Aboo,b,aboo literally means father.
689,Aboo Ayyoob,b,a well-known sahaabi
690,Aboo Bakr,b,"name of the first khalifah of islam, and the first amongst men to embrace islam."
691,Aboo Haneefah,b,the appellation of one of the four illustrious imaams
692,Aboo Hurairah,b,name of an illustrious sahaabi
693,Aboo Taalib,b,the name of rasoolullah's sallallaahu-alayhi-wasallam uncle and father of ali (ra).
694,Aboo Turaab,b,the appellation of ali (ra).
695,Aboo Ubaidhah,b,name of one of the ten sahaabah (ra)
696,Abooksigun,b,wildcat
697,Abornazine,b,keeper of the flame
698,Abou,b,
699,Abqurah,g,genius.
700,Abra,g,"mother of many.,mother of nations,feminine of abraham.,example, lesson."
701,Abraar,b,pious people; truthful persons; saints.
702,Abracham,b,irish form of abraham
703,Abrad,b,"hail, mail."
704,Abraham,b,"exalted father,father of a multitude. in genesis the old testament patriarch abrams name was changed to abraham when it was revealed he would be father of the hebrew nation. the name abraham was further popularized by 19th century us president abraham lincoln.."
705,Abrahamo,b,"variant of abraham: father of many..,derived from abraham, father of many."
706,Abrahan,b,"variant of abraham: father of many..,derived from abraham, father of many."
707,Abram,b,"father of nations,high father. exalted father. in genesis 17 the old testament patriarch abrams name was changed to abraham when it was revealed he would be father of the hebrew nation.."
708,Abramo,b,"father of a multitude.,father of a multitude,italian form of abraham father of many.."
709,Abran,b,"variant of abraham: father of many..,variation of abraham, father of many.,variant of abram exalted father..."
710,Abrao,b,"variant of abraham: father of many..,derived from abraham, father of many."
711,Abrar,b,peity.
712,Abrash,b,"spotted, speckled."
713,Abrasha,b,father
714,Abrecan,b,storm
715,Abree,g,feminine of abraham
716,Abri,g,feminine of abraham
717,Abriana,g,feminine of abraham
718,Abrianna,g,mother of grace
719,Abrielle,g,"may be a variation of gabrielle..,meaning mother of many nations."
720,Abrienda,g,opening
721,Abrienne,g,feminine of abraham
722,Abril,g,"april,the month april; symbolizes spring.."
723,Absalom,b,"father of peace,father of peace. in the bible absalom son of king david was renowned for handsome appearance and ability to win loyalty and allegiance.."
724,Absalon,b,variant of absalom: father of peace; handsome prince..
725,Absi,b,"the name of abdullah ibn-musa, a scholar and reciter of the quran"
726,Absko,b,power
727,Absolom,b,my father is peace
728,Absolon,b,"the father is peace, or father of peace. form of hebrew absolom who was son of old testament king david. became popular in the 12th century.."
729,Absyrtus,b,brother of medea
730,Abt'hi,b,"one who lives in abtah, a place near makkah."
731,Abu,b,father
732,Abu Bakr,b,the companion of prophet muhammad
733,Abu-Bakr,b,companion of mohamed
734,Abubakar,b,noble
735,Abukcheech,b,"mouse (algonquin).,companion of prophet muhammad."
736,Abul,b,
737,Abul Khayr,b,one who does good
738,Abul-Hassan,b,the son of ali.
739,Abul-Khayr,b,one who does good
740,Abyad,b,a narrator of hadith was so named.
741,Abyan,b,"clearer more distinct,elequent"
742,Abyaz,b,white bright brilliant innocent.
743,Abydos,b,from abydos
744,Abzari,b,"seeds, spice, seedsman, one who sows"
745,Abédi,b,
746,Acacia,g,"thorny tree,honorable. in the bible, acacia wood was used to build the wilderness tabernacle.."
747,Acacio,b,the lord holds
748,Academia,g,named for ciceros villa
749,Academicus,b,name of a philosopher
750,Acair,b,anchor
751,Acaiseid,b,anchor
752,Acanit,g,hard times
753,Acantha,g,a legendary nymph
754,Acarnania,g,from arcanania
755,Acarnanus,b,from acarnania
756,Acastus,b,an argonaut
757,Acca,g,from acca
758,Accalia,g,mythical greek name
759,Accalon,b,lover of morgan le fay
760,Acchoda,g,limpid water
761,Accius,b,a roman poet
762,Ace,b,"unity, one,unity; a nickname given to one who excels; also an english surname meaning noble.."
763,Acel,b,adherent of a nobleman
764,Acelin,u,noble
765,Aceline,g,noble at birth
766,Acenath,g,daughter biblical - josephs egyptian wife.
767,Acennan,b,brings
768,Acestes,b,a trojan king from greek mythology.
769,Acey,b,unity
770,Achab,b,brother of the father
771,Achaean,b,a greek
772,Achaemenes,b,a persian
773,Achaemenius,b,a persian
774,Achaeus,b,a greek
775,Achaius,b,"horseman.,friend of a horse"
776,Achak,b,"spirit,spirit (algonquin)."
777,Achal,u,"constant, unshaked,stable/ soul,constant; immovable"
778,Achala,g,"steady mountain origin, sanskrit.,steady, mountainous,earth, steady, mountain"
779,Achalendra,b,the himalayas
780,Achalraj,b,himalayan mountain
781,Achan,b,he that troubleth
782,Achanda,b,one who is not angry.
783,Achar,b,he that troubleth
784,Acharon,b,"last.,last"
785,Acharya,b,"spiritual teacher,teacher"
786,Achates,b,a friend of aeneas
787,Achav,b,"uncle.,uncle"
788,Achaz,b,one that takes or possesses.
789,Achazia,b,"variant of achazya: god has taken..,derived from achazya, god has taken."
790,Achaziah,b,"variant of achazya: god has taken..,derived from achazya, god has taken."
791,Achazya,b,"god has taken.,god has taken"
792,Achazyahu,b,"variant of achazya: god has taken..,derived from achazya, god has taken."
793,Achban,b,"brother of a smart man.,brother of a smart man"
794,Achbor,b,"a rat, bruising"
795,Acheflow,g,white flower
796,Achelous,b,a river god
797,Achen,g,twin
798,Acher,b,"other.,other"
799,Acheron,b,river of sorrow/woe
800,Acheros,b,river of sorrow
801,Achida,b,"smart brother.,smart brother"
802,Achiiles,b,lipless
803,Achilla,g,a handsome figure in greek mythology.
804,Achilleas,b,main character in the famous greek legend the iliad..
805,Achilles,b,"without lips, brown, dark"
806,Achillides,b,descendant of achilles
807,Achillios,b,name of a river
808,Achimelech,b,"the king is my brother.,the king is my brother"
809,Achindra,b,one who is perfect.
810,Achinta,b,
811,Achintakumar,b,
812,Achintya,b,"beyond comprehension,inconceivable,lord shiva; inconceivable; beyond comprehension"
813,Achir,b,new
814,Achira,g,very short
815,Achisar,b,"the prince is my brother.,the prince is my brother"
816,Achish,b,thus it is how is this
817,Achishar,b,"my brother is a song.,my brother is a song"
818,Achit,g,
819,Achivus,b,a greek
820,Achiya,b,"god is my brother.,god is my brother"
821,Achiyahu,b,"variant of achiya: god is my brother..,derived from achiya, god is my brother."
822,Achla,g,"the earth, stable"
823,Achlys,g,"mist, darknesss"
824,Achmetha,b,brother of death
825,Achor,g,trouble
826,Achsah,g,adorned bursting the veil
827,Achyut,b,imperishable; a name of vishnu
828,Achyuta,b,"a name of vishnu,indestructible, one who is firm"
829,Achyuthan,b,indestructible
830,Achzib,b,"liar, lying, one that runs."
831,Acidalia,g,named for venus
832,Acie,b,
833,Acis,b,lover of galatea
834,Ackerley,b,dweller at the acre meadow.
835,Ackley,b,dwells at the oak tree meadow.
836,Acnes,g,chaste
837,Acrisioniades,b,descendant of acrisius
838,Acrisius,b,grandfather of perseus
839,Actaeon,b,a hunter
840,Actaeonis,b,a hunter
841,Actaeus,b,from athens
842,Acteon,b,a hunter dismembered by his own dogs.
843,Acton,b,settlement of oak trees
844,Actor,b,son of azeus
845,Actoris,b,son of azeus
846,Acwel,b,kills
847,Acwellen,b,kills
848,Acy,b,
849,Ad'ifaah,g,"smart, talented."
850,Ada,u,"noble, happy,ornament.,first daughter. (nigerian)..,wealthy. also from the old german eda or etta, meaning happy. introduced from germany in the late 18th century. also a diminutive of adela, adelalde, or adeline..,diminutive of adelaide: nobility. french form of the old german adalheidis, a compound of athal (noble) and haida (hood). adelaide, the capital of south australia, was named after queen adelaide, 19th century king william ivs consort..,grace, expression."
851,AdaNalie,g,beautiful
852,Adab,g,"hope, need."
853,Adabel,g,lovely or happy
854,Adad,b,storm and flood god
855,Adad-nirari,b,
856,Adadah,b,testimony of the assembly
857,Adael,b,"gods ornament.,gods ornament"
858,Adag,b,pure blemishless
859,Adah,g,"ornamental,first daughter. (nigerian)..,beautiful. ornament. the old testament wives of lamech and esau were named adah. used occasionally in english-speaking countries since the 16th century.."
860,Adahy,b,"lives in the woods,lives in the woods (cherokee).."
861,Adaia,b,"variant of adaiah: witness of god..,derived from adaiah, witness of god."
862,Adaiah,b,"witness of god.,the witness of the lord"
863,Adain,g,"winged,winged."
864,Adair,u,"noble,from the oak tree ford.,from the ford by the oak trees..,from the oak tree ford. uncertain origin. may be a variant of edgar, or from the gaelic for oak tree ford. used for many hundreds of years as both surname and first name.."
865,Adaira,g,from the oak tree ford
866,Adairia,g,from the oak tree ford
867,Adal,u,sweet or noble
868,Adalard,b,brave
869,Adalardo,b,noble
870,Adalbeorht,g,noble
871,Adalbert,b,intelligent or noble
872,Adalberto,u,"a version of the given name albert, meaning highly honored.."
873,Adalbjorg,g,nobel
874,Adalbrechta,g,noble
875,Adalene,g,derived from adela
876,Adaleru,b,brave
877,Adalgar,b,noble spearman
878,Adalgiso,b,noble hostage
879,Adalhard,b,brave
880,Adalheida,g,sweet or noble
881,Adali,g,noble
882,Adalia,g,"god is my refuge,of the nobility. noble."
883,Adaliah,g,one that draws water poverty cloud death.
884,Adalicia,g,"nobility,of the nobility. noble."
885,Adalie,g,"noble,noble."
886,Adalina,g,noble
887,Adaline,g,noble
888,Adalira,g,fairy of the harp
889,Adaliz,g,"of the nobility. noble.,noble"
890,Adalric,b,noble friend
891,Adalrik,b,noble friend
892,Adalson,b,son of all
893,Adalstienn,b,nobel stone
894,Adalwen,b,noble friend
895,Adalwin,b,noble friend
896,Adalwine,b,noble friend
897,Adalwolf,b,noble wolf
898,Adalwolfa,g,noble she wolf
899,Adalyn,g,derived from adela
900,Adalynn,g,
901,Adam,b,"of the red earth.,man of the earth,red, a reference to either the red skin or the red earth of eden from which the old testament adam was created in genesis 2. famous bearer: 7th century irish st adamnan, meaning little adam, was the biographer of st columba..,a prophet's name."
902,Adamah,b,"red earth, of blood"
903,Adamaris,g,
904,Adamec,b,variant of adam: man of the red earth. adam was the first man created by god..
905,Adamek,b,variant of adam: man of the red earth. adam was the first man created by god..
906,Adamh,b,variant of adam: man of the red earth. adam was the first man created by god..
907,Adami,b,"my man, red, earthy, human."
908,Adamik,b,variant of adam: man of the red earth. adam was the first man created by god..
909,Adamina,g,"woman of the earth,feminine of adam, meaning red, a reference to either the red skin or the red earth from which the old testament adam was created (genesis 2:7).."
910,Adamka,b,variant of adam: man of the red earth. adam was the first man created by god..
911,Adamko,b,variant of adam: man of the red earth. adam was the first man created by god..
912,Adamma,g,beautiful girl
913,Adamnan,b,"name of an abbot,little adam.,little adam, from adam meaning red, a reference to either the red skin or the red earth from which the old testament adam was created (genesis 2:7). st adamnan was a 7th century irish saint and biographer of st columba:.."
914,Adams,b,variant of adam: man of the red earth. adam was the first man created by god..
915,Adamson,b,"son of adam,son of adam: man of the red earth.."
916,Adamsson,b,"son of adam: man of the red earth..,son of adam, man of the red earth."
917,Adamu,b,"derived from akamu, red earth."
918,Adamya,b,difficult
919,Adan,u,"little fire,son of adam: man of the red earth..,variant of adam from the red earth...,"
920,Adana,g,"feminine of adam,her fathers daughter. (nigerian).."
921,Adanna,g,"fathers pride,her fathers daughter. (nigerian)..,one who is the loving daughter of a father.."
922,Adanya,g,"fathers pride,her fathers daughter. (nigerian).."
923,Adao,b,"son of adam: man of the red earth..,son of adam, man of the red earth."
924,Adapa,b,figure in ancient greek mythology.
925,Adar,u,"noble.,fire"
926,Adara,g,"chaste one,fire.,catches birds.,one who is beautiful, a virgin..,from the ford at the oak tree.."
927,Adare,b,from the ford of the oak tree.
928,Adarsh,b,ideal
929,Adarsha,g,ideal aim
930,Adawi,b,grandson of sayyindina umer.
931,Adaya,b,"variant of adaiah: witness of god..,derived from adaiah, witness of god."
932,Adbeel,b,vapor
933,Adbhutha,g,marvel
934,Adbul-Qawi,b,servant of the most powerful.
935,Add,b,
936,Adda,u,"wealthy,welsh form of adam of the red earth.."
937,Addae,b,ghanian word for the morning sun.
938,Addai,b,man of god
939,Addam,b,"variant of adam from the red earth...,derived from adam from the red earth."
940,Addams,b,"son of adam: man of the red earth..,son of adam, man of the red earth."
941,Addamson,b,"son of adam: man of the red earth..,son of adam, man of the red earth."
942,Addaneye,b,lives on the nobles island.
943,Addergoole,b,from between two fords
944,Addeva,g,"derived from adiva, pleasant gentle."
945,Addfwyn,g,"meek,meek."
946,Addi,g,my witness adorned prey
947,Addie,u,"derived from adela,diminutive of adeline and adela: sweet or pleasant; of the nobility. noble. from the old german athal meaning noble..,son of adam: man of the red earth.."
948,Addien,g,"beautiful,beautiful."
949,Addiena,g,"beautiful,beautiful."
950,Addin,g,"adorned, delicious, voluptuous."
951,Addis,b,"son of adam,son of adam: man of the red earth.."
952,Addison,u,son of adam
953,Addisyn,g,
954,Addney,b,lives on the nobles island.
955,Addo,g,king of the road
956,Addolgar,b,"devout,devout."
957,Addon,b,"basis, foundation, the lord."
958,Addy,u,"ardent,diminutive of adelaide: nobility. french form of the old german adalheidis, a compound of athal (noble) and haida (hood). adelaide, the capital of south australia, was named after queen adelaide, 19th century king william ivs consort..,diminutive of adeline and adela: sweet or pleasant; of the nobility. noble. from the old german athal meaning noble..,son of adam: man of the red earth.."
